technique_id,name,phases,platforms,permissions,mitre_tactic_score
T1156,.bash_profile and .bashrc,persistence,"Linux,macOS","User,Administrator",3
T1134,Access Token Manipulation,"defense-evasion,privilege-escalation",Windows,"User,Administrator",5
T1015,Accessibility Features,"persistence,privilege-escalation",Windows,Administrator,5
T1087,Account Discovery,discovery,"Linux,macOS,Windows",User,2
T1098,Account Manipulation,credential-access,Windows,Administrator,4
T1182,AppCert DLLs,"persistence,privilege-escalation",Windows,"Administrator,SYSTEM",5
T1103,AppInit DLLs,"persistence,privilege-escalation",Windows,Administrator,5
T1155,AppleScript,"execution,lateral-movement",macOS,User,4
T1017,Application Deployment Software,lateral-movement,"Linux,macOS,Windows",,4
T1138,Application Shimming,"persistence,privilege-escalation",Windows,Administrator,5
T1010,Application Window Discovery,discovery,"macOS,Windows",User,2
T1123,Audio Capture,collection,"Linux,macOS,Windows",User,2
T1131,Authentication Package,persistence,Windows,Administrator,3
T1119,Automated Collection,collection,"Linux,macOS,Windows",User,2
T1020,Automated Exfiltration,exfiltration,"Linux,macOS,Windows",,4
T1139,Bash History,credential-access,"Linux,macOS",User,4
T1009,Binary Padding,defense-evasion,"Linux,macOS,Windows",,3
T1067,Bootkit,persistence,"Linux,Windows","Administrator,SYSTEM",3
T1176,Browser Extensions,"collection,persistence","Linux,macOS,Windows",User,3
T1110,Brute Force,credential-access,"Linux,macOS,Windows",User,4
T1088,Bypass User Account Control,"defense-evasion,privilege-escalation",Windows,"User,Administrator",5
T1042,Change Default File Association,persistence,Windows,"User,Administrator,SYSTEM",3
T1146,Clear Command History,defense-evasion,"Linux,macOS",User,3
T1115,Clipboard Data,collection,"Linux,macOS,Windows",,2
T1116,Code Signing,defense-evasion,"Windows,macOS",,3
T1059,Command-Line Interface,execution,"Linux,Windows,macOS","Administrator,SYSTEM,User",3
T1043,Commonly Used Port,command-and-control,"Linux,macOS,Windows",,4
T1092,Communication Through Removable Media,command-and-control,"Linux,macOS,Windows",,4
T1109,Component Firmware,"defense-evasion,persistence",Windows,SYSTEM,3
T1122,Component Object Model Hijacking,"defense-evasion,persistence",Windows,User,3
T1090,Connection Proxy,command-and-control,"Linux,macOS,Windows",,4
T1136,Create Account,persistence,"Linux,macOS,Windows",Administrator,3
T1003,Credential Dumping,credential-access,Windows,"Administrator,SYSTEM",4
T1081,Credentials in Files,credential-access,"Linux,macOS,Windows","User,Administrator,SYSTEM",4
T1094,Custom Command and Control Protocol,command-and-control,"Linux,macOS,Windows",,4
T1024,Custom Cryptographic Protocol,command-and-control,"Linux,macOS,Windows",,4
T1038,DLL Search Order Hijacking,"defense-evasion,persistence,privilege-escalation",Windows,"User,Administrator,SYSTEM",5
T1073,DLL Side-Loading,defense-evasion,Windows,,3
T1002,Data Compressed,exfiltration,"Linux,macOS,Windows",,4
T1132,Data Encoding,command-and-control,"Linux,macOS,Windows",User,4
T1022,Data Encrypted,exfiltration,"Linux,macOS,Windows",,4
T1001,Data Obfuscation,command-and-control,"Linux,macOS,Windows",,4
T1074,Data Staged,collection,"Linux,macOS,Windows",,2
T1030,Data Transfer Size Limits,exfiltration,"Linux,macOS,Windows",,4
T1005,Data from Local System,collection,"Linux,macOS,Windows",,2
T1039,Data from Network Shared Drive,collection,"Linux,macOS,Windows",,2
T1025,Data from Removable Media,collection,"Linux,macOS,Windows",,2
T1140,Deobfuscate/Decode Files or Information,defense-evasion,Windows,User,3
T1089,Disabling Security Tools,defense-evasion,"Linux,macOS,Windows",,3
T1175,Distributed Component Object Model,lateral-movement,Windows,"Administrator,SYSTEM",4
T1172,Domain Fronting,command-and-control,"Linux,macOS,Windows",,4
T1157,Dylib Hijacking,"persistence,privilege-escalation",macOS,User,5
T1173,Dynamic Data Exchange,execution,Windows,User,3
T1114,Email Collection,collection,Windows,,2
T1106,Execution through API,execution,Windows,"User,Administrator,SYSTEM",3
T1129,Execution through Module Load,execution,Windows,User,3
T1048,Exfiltration Over Alternative Protocol,exfiltration,"Linux,macOS,Windows",,4
T1041,Exfiltration Over Command and Control Channel,exfiltration,"Linux,macOS,Windows",,4
T1011,Exfiltration Over Other Network Medium,exfiltration,"Linux,macOS,Windows",,4
T1052,Exfiltration Over Physical Medium,exfiltration,"Linux,macOS,Windows",,4
T1068,Exploitation of Vulnerability,"credential-access,defense-evasion,lateral-movement,privilege-escalation","Linux,macOS,Windows","User,Administrator,SYSTEM",5
T1133,External Remote Services,persistence,Windows,User,3
T1181,Extra Window Memory Injection,"defense-evasion,privilege-escalation",Windows,"Administrator,SYSTEM",5
T1008,Fallback Channels,command-and-control,"Linux,macOS,Windows",,4
T1107,File Deletion,defense-evasion,"Linux,Windows,macOS",User,3
T1006,File System Logical Offsets,defense-evasion,Windows,Administrator,3
T1044,File System Permissions Weakness,"persistence,privilege-escalation",Windows,"User,Administrator",5
T1083,File and Directory Discovery,discovery,"Linux,macOS,Windows","User,Administrator,SYSTEM",2
T1187,Forced Authentication,credential-access,Windows,User,4
T1144,Gatekeeper Bypass,defense-evasion,macOS,"User,Administrator",3
T1061,Graphical User Interface,execution,"Linux,macOS,Windows","User,Administrator,SYSTEM",3
T1148,HISTCONTROL,defense-evasion,"Linux,macOS",User,3
T1158,Hidden Files and Directories,"defense-evasion,persistence","Linux,macOS,Windows",User,3
T1147,Hidden Users,defense-evasion,macOS,"Administrator,root",3
T1143,Hidden Window,defense-evasion,macOS,User,3
T1179,Hooking,"credential-access,persistence,privilege-escalation",Windows,"Administrator,SYSTEM",5
T1062,Hypervisor,persistence,Windows,"Administrator,SYSTEM",3
T1183,Image File Execution Options Injection,"defense-evasion,persistence,privilege-escalation",Windows,"Administrator,SYSTEM",5
T1054,Indicator Blocking,defense-evasion,Windows,,3
T1066,Indicator Removal from Tools,defense-evasion,"Linux,macOS,Windows",,3
T1070,Indicator Removal on Host,defense-evasion,"Linux,macOS,Windows",,3
T1056,Input Capture,"collection,credential-access","Linux,macOS,Windows","Administrator,SYSTEM",4
T1141,Input Prompt,credential-access,macOS,User,4
T1130,Install Root Certificate,defense-evasion,"Linux,Windows",Administrator,3
T1118,InstallUtil,"defense-evasion,execution",Windows,User,3
T1142,Keychain,credential-access,macOS,Administrator,4
T1161,LC_LOAD_DYLIB Addition,persistence,macOS,User,3
T1149,LC_MAIN Hijacking,defense-evasion,macOS,"User,Administrator",3
T1171,LLMNR/NBT-NS Poisoning,credential-access,Windows,User,4
T1177,LSASS Driver,"execution,persistence",Windows,"Administrator,SYSTEM",3
T1159,Launch Agent,persistence,macOS,"User,Administrator",3
T1160,Launch Daemon,"persistence,privilege-escalation",macOS,Administrator,5
T1152,Launchctl,"defense-evasion,execution,persistence",macOS,"User,Administrator",3
T1168,Local Job Scheduling,"persistence,execution","Linux,macOS","Administrator,User,root",3
T1162,Login Item,persistence,macOS,User,3
T1037,Logon Scripts,"lateral-movement,persistence","macOS,Windows",,4
T1185,Man in the Browser,collection,Windows,"Administrator,SYSTEM",2
T1036,Masquerading,defense-evasion,"Linux,macOS,Windows",,3
T1031,Modify Existing Service,persistence,Windows,"Administrator,SYSTEM",3
T1112,Modify Registry,defense-evasion,Windows,"User,Administrator,SYSTEM",3
T1170,Mshta,"defense-evasion,execution",Windows,User,3
T1104,Multi-Stage Channels,command-and-control,"Linux,macOS,Windows",,4
T1188,Multi-hop Proxy,command-and-control,"Linux,macOS,Windows",,4
T1026,Multiband Communication,command-and-control,"Linux,macOS,Windows",,4
T1079,Multilayer Encryption,command-and-control,"Linux,macOS,Windows",,4
T1096,NTFS Extended Attributes,defense-evasion,Windows,,3
T1128,Netsh Helper DLL,persistence,Windows,"Administrator,SYSTEM",3
T1046,Network Service Scanning,discovery,"Linux,macOS,Windows","User,Administrator,SYSTEM",2
T1126,Network Share Connection Removal,defense-evasion,Windows,"User,Administrator",3
T1135,Network Share Discovery,discovery,"macOS,Windows",User,2
T1040,Network Sniffing,credential-access,"Linux,macOS,Windows","Administrator,SYSTEM",4
T1050,New Service,"persistence,privilege-escalation",Windows,"Administrator,SYSTEM",5
T1027,Obfuscated Files or Information,defense-evasion,"Linux,macOS,Windows",,3
T1137,Office Application Startup,persistence,Windows,"User,Administrator",3
T1075,Pass the Hash,lateral-movement,Windows,,4
T1097,Pass the Ticket,lateral-movement,Windows,,4
T1174,Password Filter DLL,credential-access,Windows,"Administrator,SYSTEM",4
T1034,Path Interception,"persistence,privilege-escalation",Windows,"User,Administrator,SYSTEM",5
T1120,Peripheral Device Discovery,discovery,Windows,"User,Administrator,SYSTEM",2
T1069,Permission Groups Discovery,discovery,"Linux,Windows,macOS",User,2
T1150,Plist Modification,"defense-evasion,persistence,privilege-escalation",macOS,"User,Administrator",5
T1013,Port Monitors,"persistence,privilege-escalation",Windows,"Administrator,SYSTEM",5
T1086,PowerShell,execution,Windows,"User,Administrator",3
T1145,Private Keys,credential-access,"Linux,Windows,macOS",User,4
T1057,Process Discovery,discovery,"Linux,macOS,Windows","User,Administrator,SYSTEM",2
T1186,Process Doppelgänging,defense-evasion,Windows,"User,Administrator,SYSTEM",3
T1093,Process Hollowing,defense-evasion,Windows,User,3
T1055,Process Injection,"defense-evasion,privilege-escalation","Linux,macOS,Windows","User,Administrator,SYSTEM,root",5
T1012,Query Registry,discovery,Windows,"User,Administrator,SYSTEM",2
T1163,Rc.common,persistence,"Linux,macOS",root,3
T1164,Re-opened Applications,persistence,macOS,User,3
T1108,Redundant Access,"defense-evasion,persistence","Linux,macOS,Windows","User,Administrator,SYSTEM",3
T1060,Registry Run Keys / Start Folder,persistence,Windows,"User,Administrator",3
T1121,Regsvcs/Regasm,"defense-evasion,execution",Windows,"User,Administrator",3
T1117,Regsvr32,"defense-evasion,execution",Windows,"User,Administrator",3
T1076,Remote Desktop Protocol,lateral-movement,Windows,"User,Remote Desktop Users",4
T1105,Remote File Copy,"command-and-control,lateral-movement","Linux,macOS,Windows",User,4
T1021,Remote Services,lateral-movement,"Linux,macOS,Windows",,4
T1018,Remote System Discovery,discovery,"Linux,macOS,Windows","User,Administrator,SYSTEM",2
T1091,Replication Through Removable Media,"lateral-movement,credential-access",Windows,User,4
T1014,Rootkit,defense-evasion,"Linux,macOS,Windows","Administrator,SYSTEM,root",3
T1085,Rundll32,"defense-evasion,execution",Windows,User,3
T1178,SID-History Injection,privilege-escalation,Windows,"Administrator,SYSTEM",5
T1184,SSH Hijacking,lateral-movement,"Linux,macOS","User,root",4
T1053,Scheduled Task,"execution,persistence,privilege-escalation",Windows,"Administrator,SYSTEM",5
T1029,Scheduled Transfer,exfiltration,"Linux,macOS,Windows",,4
T1113,Screen Capture,collection,"Linux,macOS,Windows",,2
T1180,Screensaver,persistence,Windows,User,3
T1064,Scripting,"defense-evasion,execution","Linux,macOS,Windows",,3
T1063,Security Software Discovery,discovery,"macOS,Windows","User,Administrator,SYSTEM",2
T1101,Security Support Provider,persistence,Windows,Administrator,3
T1167,Securityd Memory,credential-access,macOS,root,4
T1035,Service Execution,execution,Windows,"Administrator,SYSTEM",3
T1058,Service Registry Permissions Weakness,"persistence,privilege-escalation",Windows,"Administrator,SYSTEM",5
T1166,Setuid and Setgid,privilege-escalation,"Linux,macOS",User,5
T1051,Shared Webroot,lateral-movement,Windows,,4
T1023,Shortcut Modification,persistence,Windows,"User,Administrator",3
T1045,Software Packing,defense-evasion,Windows,,3
T1153,Source,execution,"Linux,macOS",User,3
T1151,Space after Filename,"defense-evasion,execution","Linux,macOS",User,3
T1071,Standard Application Layer Protocol,command-and-control,"Linux,macOS,Windows",,4
T1032,Standard Cryptographic Protocol,command-and-control,"Linux,macOS,Windows",,4
T1095,Standard Non-Application Layer Protocol,command-and-control,"Linux,macOS,Windows",,4
T1165,Startup Items,"persistence,privilege-escalation",macOS,Administrator,5
T1169,Sudo,privilege-escalation,"Linux,macOS",User,5
T1019,System Firmware,persistence,Windows,"Administrator,SYSTEM",3
T1082,System Information Discovery,discovery,"Linux,macOS,Windows",User,2
T1016,System Network Configuration Discovery,discovery,"Linux,macOS,Windows",User,2
T1049,System Network Connections Discovery,discovery,"Linux,macOS,Windows","User,Administrator",2
T1033,System Owner/User Discovery,discovery,"Linux,macOS,Windows","User,Administrator",2
T1007,System Service Discovery,discovery,Windows,"User,Administrator,SYSTEM",2
T1124,System Time Discovery,discovery,Windows,User,2
T1080,Taint Shared Content,lateral-movement,Windows,,4
T1072,Third-party Software,"execution,lateral-movement","Linux,Windows,macOS","Administrator,SYSTEM,User",4
T1099,Timestomp,defense-evasion,"Linux,Windows","User,Administrator,SYSTEM",3
T1154,Trap,"execution,persistence","Linux,macOS","User,Administrator",3
T1127,Trusted Developer Utilities,"defense-evasion,execution",Windows,User,3
T1111,Two-Factor Authentication Interception,credential-access,"Linux,macOS,Windows","Administrator,SYSTEM",4
T1065,Uncommonly Used Port,command-and-control,"Linux,macOS,Windows",,4
T1078,Valid Accounts,"defense-evasion,persistence,privilege-escalation","Linux,macOS,Windows","User,Administrator",5
T1125,Video Capture,collection,Windows,User,2
T1102,Web Service,command-and-control,"Linux,macOS,Windows",User,4
T1100,Web Shell,"persistence,privilege-escalation","Linux,macOS,Windows",,5
T1077,Windows Admin Shares,lateral-movement,Windows,Administrator,4
T1047,Windows Management Instrumentation,execution,Windows,"User,Administrator",3
T1084,Windows Management Instrumentation Event Subscription,persistence,Windows,"Administrator,SYSTEM",3
T1028,Windows Remote Management,"execution,lateral-movement",Windows,"User,Administrator",4
T1004,Winlogon Helper DLL,persistence,Windows,"Administrator,SYSTEM",3
T1003.008,/etc/passwd and /etc/shadow,credential-access,Linux,root,4
T1557.002,ARP Cache Poisoning,"credential-access,collection","Linux,Windows,macOS",User,4
T1558.004,AS-REP Roasting,credential-access,Windows,User,4
T1548,Abuse Elevation Control Mechanism,"privilege-escalation,defense-evasion","Linux,macOS,Windows","Administrator,User",5
T1134,Access Token Manipulation,"defense-evasion,privilege-escalation",Windows,"User,Administrator",5
T1546.008,Accessibility Features,"privilege-escalation,persistence",Windows,Administrator,5
T1531,Account Access Removal,impact,"Linux,macOS,Windows","User,Administrator,root,SYSTEM",5
T1087,Account Discovery,discovery,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace",User,2
T1098,Account Manipulation,persistence,"Windows,Azure AD,Office 365,IaaS,Linux,macOS,Google Workspace",,3
T1583,Acquire Infrastructure,resource-development,PRE,,1
T1595,Active Scanning,reconnaissance,PRE,,1
T1547.014,Active Setup,"persistence,privilege-escalation",Windows,Administrator,5
T1098.003,Add Office 365 Global Administrator Role,persistence,Office 365,Administrator,3
T1137.006,Add-ins,persistence,"Windows,Office 365","Administrator,User",3
T1098.001,Additional Cloud Credentials,persistence,"IaaS,Azure AD","Administrator,User",3
T1557,Adversary-in-the-Middle,"credential-access,collection","Windows,macOS,Linux",User,4
T1546.009,AppCert DLLs,"privilege-escalation,persistence",Windows,"Administrator,SYSTEM",5
T1546.010,AppInit DLLs,"privilege-escalation,persistence",Windows,Administrator,5
T1059.002,AppleScript,execution,macOS,User,3
T1550.001,Application Access Token,"defense-evasion,lateral-movement","Office 365,SaaS,Google Workspace",,4
T1499.003,Application Exhaustion Flood,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace",,5
T1071,Application Layer Protocol,command-and-control,"Linux,macOS,Windows",,4
T1546.011,Application Shimming,"privilege-escalation,persistence",Windows,Administrator,5
T1010,Application Window Discovery,discovery,"macOS,Windows",User,2
T1499.004,Application or System Exploitation,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace",,5
T1560,Archive Collected Data,collection,"Linux,macOS,Windows",,2
T1560.003,Archive via Custom Method,collection,"Linux,macOS,Windows",,2
T1560.002,Archive via Library,collection,"Linux,macOS,Windows",,2
T1560.001,Archive via Utility,collection,"Linux,macOS,Windows",,2
T1573.002,Asymmetric Cryptography,command-and-control,"Linux,macOS,Windows",,4
T1055.004,Asynchronous Procedure Call,"defense-evasion,privilege-escalation",Windows,,5
T1053.001,At (Linux),"execution,persistence,privilege-escalation",Linux,,5
T1053.002,At (Windows),"execution,persistence,privilege-escalation",Windows,Administrator,5
T1123,Audio Capture,collection,"Linux,macOS,Windows",User,2
T1547.002,Authentication Package,"persistence,privilege-escalation",Windows,Administrator,5
T1119,Automated Collection,collection,"Linux,macOS,Windows",User,2
T1020,Automated Exfiltration,exfiltration,"Linux,macOS,Windows,Network",,4
T1197,BITS Jobs,"defense-evasion,persistence",Windows,"User,Administrator,SYSTEM",3
T1552.003,Bash History,credential-access,"Linux,macOS",User,4
T1102.002,Bidirectional Communication,command-and-control,"Linux,macOS,Windows",User,4
T1027.001,Binary Padding,defense-evasion,"Linux,macOS,Windows",,3
T1547,Boot or Logon Autostart Execution,"persistence,privilege-escalation","Linux,macOS,Windows","User,Administrator,root",5
T1037,Boot or Logon Initialization Scripts,"persistence,privilege-escalation","macOS,Windows,Linux",,5
T1542.003,Bootkit,"persistence,defense-evasion","Linux,Windows","Administrator,SYSTEM",3
T1583.005,Botnet,resource-development,PRE,,1
T1584.005,Botnet,resource-development,PRE,,1
T1217,Browser Bookmark Discovery,discovery,"Linux,Windows,macOS",User,2
T1176,Browser Extensions,persistence,"Linux,macOS,Windows",User,3
T1185,Browser Session Hijacking,collection,Windows,"Administrator,SYSTEM",2
T1110,Brute Force,credential-access,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",User,4
T1612,Build Image on Host,defense-evasion,Containers,"User,root",3
T1591.002,Business Relationships,reconnaissance,PRE,,1
T1548.002,Bypass User Account Control,"privilege-escalation,defense-evasion",Windows,"Administrator,User",5
T1596.004,CDNs,reconnaissance,PRE,,1
T1218.003,CMSTP,defense-evasion,Windows,User,3
T1574.012,COR_PROFILER,"persistence,privilege-escalation,defense-evasion",Windows,"User,Administrator",5
T1003.005,Cached Domain Credentials,credential-access,Windows,SYSTEM,4
T1546.001,Change Default File Association,"privilege-escalation,persistence",Windows,"Administrator,SYSTEM,User",5
T1070.003,Clear Command History,defense-evasion,"Linux,macOS,Windows",User,3
T1070.002,Clear Linux or Mac System Logs,defense-evasion,"Linux,macOS",,3
T1070.001,Clear Windows Event Logs,defense-evasion,Windows,Administrator,3
T1592.004,Client Configurations,reconnaissance,PRE,,1
T1115,Clipboard Data,collection,"Linux,Windows,macOS",,2
T1136.003,Cloud Account,persistence,"Azure AD,Office 365,IaaS,Google Workspace",Administrator,3
T1087.004,Cloud Account,discovery,"Azure AD,Office 365,SaaS,IaaS,Google Workspace",User,2
T1078.004,Cloud Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Azure AD,Office 365,SaaS,IaaS,Google Workspace","User,Administrator",5
T1069.003,Cloud Groups,discovery,"Azure AD,Office 365,SaaS,IaaS,Google Workspace",User,2
T1580,Cloud Infrastructure Discovery,discovery,IaaS,User,2
T1552.005,Cloud Instance Metadata API,credential-access,IaaS,,4
T1538,Cloud Service Dashboard,discovery,"Azure AD,Office 365,IaaS,Google Workspace",User,2
T1526,Cloud Service Discovery,discovery,"Azure AD,Office 365,SaaS,IaaS,Google Workspace",User,2
T1619,Cloud Storage Object Discovery,discovery,IaaS,,2
T1213.003,Code Repositories,collection,SaaS,User,2
T1553.002,Code Signing,defense-evasion,"macOS,Windows",,3
T1587.002,Code Signing Certificates,resource-development,PRE,,1
T1588.003,Code Signing Certificates,resource-development,PRE,,1
T1553.006,Code Signing Policy Modification,defense-evasion,"Windows,macOS",Administrator,3
T1059,Command and Scripting Interpreter,execution,"Linux,macOS,Windows,Network",User,3
T1092,Communication Through Removable Media,command-and-control,"Linux,macOS,Windows",,4
T1027.004,Compile After Delivery,defense-evasion,"Linux,macOS,Windows",User,3
T1218.001,Compiled HTML File,defense-evasion,Windows,User,3
T1542.002,Component Firmware,"persistence,defense-evasion",Windows,SYSTEM,3
T1559.001,Component Object Model,execution,Windows,,3
T1546.015,Component Object Model Hijacking,"privilege-escalation,persistence",Windows,User,5
T1586,Compromise Accounts,resource-development,PRE,,1
T1554,Compromise Client Software Binary,persistence,"Linux,macOS,Windows",,3
T1195.003,Compromise Hardware Supply Chain,initial-access,"Linux,macOS,Windows",,5
T1584,Compromise Infrastructure,resource-development,PRE,,1
T1195.001,Compromise Software Dependencies and Development Tools,initial-access,"Linux,macOS,Windows",,5
T1195.002,Compromise Software Supply Chain,initial-access,"Linux,macOS,Windows",,5
T1213.001,Confluence,collection,SaaS,User,2
T1552.007,Container API,credential-access,Containers,"User,Administrator",4
T1609,Container Administration Command,execution,Containers,,3
T1053.007,Container Orchestration Job,"execution,persistence,privilege-escalation",Containers,User,5
T1613,Container and Resource Discovery,discovery,Containers,User,2
T1218.002,Control Panel,defense-evasion,Windows,"User,Administrator,SYSTEM",3
T1136,Create Account,persistence,"Windows,Azure AD,Office 365,IaaS,Linux,macOS,Google Workspace",Administrator,3
T1578.002,Create Cloud Instance,defense-evasion,IaaS,User,3
T1134.002,Create Process with Token,"defense-evasion,privilege-escalation",Windows,,5
T1578.001,Create Snapshot,defense-evasion,IaaS,User,3
T1543,Create or Modify System Process,"persistence,privilege-escalation","Windows,macOS,Linux",,5
T1056.004,Credential API Hooking,"collection,credential-access",Windows,"Administrator,SYSTEM",4
T1110.004,Credential Stuffing,credential-access,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",User,4
T1589.001,Credentials,reconnaissance,PRE,,1
T1552.001,Credentials In Files,credential-access,"Windows,IaaS,Linux,macOS,Containers","Administrator,SYSTEM,User",4
T1555,Credentials from Password Stores,credential-access,"Linux,macOS,Windows",Administrator,4
T1555.003,Credentials from Web Browsers,credential-access,"Linux,macOS,Windows",User,4
T1552.002,Credentials in Registry,credential-access,Windows,"Administrator,User",4
T1053.003,Cron,"execution,persistence,privilege-escalation","Linux,macOS",User,5
T1003.006,DCSync,credential-access,Windows,Administrator,4
T1574.001,DLL Search Order Hijacking,"persistence,privilege-escalation,defense-evasion",Windows,,5
T1574.002,DLL Side-Loading,"persistence,privilege-escalation,defense-evasion",Windows,,5
T1071.004,DNS,command-and-control,"Linux,macOS,Windows",,4
T1590.002,DNS,reconnaissance,PRE,,1
T1568.003,DNS Calculation,command-and-control,"Linux,macOS,Windows",,4
T1583.002,DNS Server,resource-development,PRE,,1
T1584.002,DNS Server,resource-development,PRE,,1
T1596.001,DNS/Passive DNS,reconnaissance,PRE,,1
T1485,Data Destruction,impact,"Windows,IaaS,Linux,macOS","User,Administrator,root,SYSTEM",5
T1132,Data Encoding,command-and-control,"Linux,macOS,Windows",User,4
T1486,Data Encrypted for Impact,impact,"Linux,macOS,Windows,IaaS","User,Administrator,root,SYSTEM",5
T1565,Data Manipulation,impact,"Linux,macOS,Windows","User,Administrator,root,SYSTEM",5
T1001,Data Obfuscation,command-and-control,"Linux,macOS,Windows",,4
T1074,Data Staged,collection,"Windows,IaaS,Linux,macOS",,2
T1030,Data Transfer Size Limits,exfiltration,"Linux,macOS,Windows",,4
T1530,Data from Cloud Storage Object,collection,IaaS,User,2
T1602,Data from Configuration Repository,collection,Network,Administrator,2
T1213,Data from Information Repositories,collection,"Linux,Windows,macOS,SaaS,Office 365,Google Workspace,IaaS",User,2
T1005,Data from Local System,collection,"Linux,macOS,Windows",,2
T1039,Data from Network Shared Drive,collection,"Linux,macOS,Windows",,2
T1025,Data from Removable Media,collection,"Linux,macOS,Windows",,2
T1102.001,Dead Drop Resolver,command-and-control,"Linux,macOS,Windows",User,4
T1491,Defacement,impact,"Windows,IaaS,Linux,macOS",,5
T1078.001,Default Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers","Administrator,User",5
T1578.003,Delete Cloud Instance,defense-evasion,IaaS,User,3
T1140,Deobfuscate/Decode Files or Information,defense-evasion,"Windows,Linux,macOS",User,3
T1610,Deploy Container,"defense-evasion,execution",Containers,"User,root",3
T1591.001,Determine Physical Locations,reconnaissance,PRE,,1
T1587,Develop Capabilities,resource-development,PRE,,1
T1587.003,Digital Certificates,resource-development,PRE,,1
T1588.004,Digital Certificates,resource-development,PRE,,1
T1596.003,Digital Certificates,reconnaissance,PRE,,1
T1498.001,Direct Network Flood,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace",,5
T1006,Direct Volume Access,defense-evasion,Windows,Administrator,3
T1562.008,Disable Cloud Logs,defense-evasion,IaaS,User,3
T1600.002,Disable Crypto Hardware,defense-evasion,Network,Administrator,3
T1562.002,Disable Windows Event Logging,defense-evasion,Windows,Administrator,3
T1562.007,Disable or Modify Cloud Firewall,defense-evasion,IaaS,User,3
T1562.004,Disable or Modify System Firewall,defense-evasion,"Linux,macOS,Windows",,3
T1562.001,Disable or Modify Tools,defense-evasion,"Windows,macOS,Linux,Containers,IaaS","User,Administrator",3
T1561.001,Disk Content Wipe,impact,"Linux,macOS,Windows","SYSTEM,root,Administrator,User",5
T1561.002,Disk Structure Wipe,impact,"Linux,macOS,Windows","User,Administrator,root,SYSTEM",5
T1561,Disk Wipe,impact,"Linux,macOS,Windows","User,root,SYSTEM,Administrator",5
T1021.003,Distributed Component Object Model,lateral-movement,Windows,"Administrator,SYSTEM",4
T1136.002,Domain Account,persistence,"Windows,macOS,Linux",Administrator,3
T1087.002,Domain Account,discovery,"Linux,macOS,Windows",User,2
T1078.002,Domain Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Linux,macOS,Windows","User,Administrator",5
T1556.001,Domain Controller Authentication,"credential-access,defense-evasion,persistence",Windows,Administrator,4
T1090.004,Domain Fronting,command-and-control,"Linux,macOS,Windows",,4
T1568.002,Domain Generation Algorithms,command-and-control,"Linux,macOS,Windows",User,4
T1069.002,Domain Groups,discovery,"Linux,macOS,Windows",User,2
T1484,Domain Policy Modification,"defense-evasion,privilege-escalation","Windows,Azure AD","Administrator,User",5
T1590.001,Domain Properties,reconnaissance,PRE,,1
T1482,Domain Trust Discovery,discovery,Windows,User,2
T1484.002,Domain Trust Modification,"defense-evasion,privilege-escalation","Windows,Azure AD",Administrator,5
T1583.001,Domains,resource-development,PRE,,1
T1584.001,Domains,resource-development,PRE,,1
T1036.007,Double File Extension,defense-evasion,Windows,,3
T1562.010,Downgrade Attack,defense-evasion,"Windows,Linux,macOS",User,3
T1601.002,Downgrade System Image,defense-evasion,Network,Administrator,3
T1189,Drive-by Compromise,initial-access,"Windows,Linux,macOS,SaaS",User,5
T1608.004,Drive-by Target,resource-development,PRE,,1
T1574.004,Dylib Hijacking,"persistence,privilege-escalation,defense-evasion",macOS,,5
T1559.002,Dynamic Data Exchange,execution,Windows,User,3
T1574.006,Dynamic Linker Hijacking,"persistence,privilege-escalation,defense-evasion","Linux,macOS",User,5
T1568,Dynamic Resolution,command-and-control,"Linux,macOS,Windows",User,4
T1055.001,Dynamic-link Library Injection,"defense-evasion,privilege-escalation",Windows,User,5
T1548.004,Elevated Execution with Prompt,"privilege-escalation,defense-evasion",macOS,"Administrator,User",5
T1087.003,Email Account,discovery,"Windows,Office 365,Google Workspace",User,2
T1585.002,Email Accounts,resource-development,PRE,,1
T1586.002,Email Accounts,resource-development,PRE,,1
T1589.002,Email Addresses,reconnaissance,PRE,,1
T1114,Email Collection,collection,"Windows,Office 365,Google Workspace,macOS,Linux",User,2
T1114.003,Email Forwarding Rule,collection,"Office 365,Windows,Google Workspace,macOS,Linux",User,2
T1564.008,Email Hiding Rules,defense-evasion,"Windows,Office 365,Linux,macOS",User,3
T1546.014,Emond,"privilege-escalation,persistence",macOS,Administrator,5
T1589.003,Employee Names,reconnaissance,PRE,,1
T1573,Encrypted Channel,command-and-control,"Linux,macOS,Windows",,4
